Test_Number,Testing_Type,A/S,Test(META???),Location_Type,Test_Location,??,EMA#1,EMA#2,EMAW,EMAS,EMAP,WABL,WABLM,RAWL,RAWLM,KEN,RANGE,Value
4107,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4108,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4109,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4110,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4111,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4112,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4113,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X60M8F1,ABGW_LP_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4114,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_timing,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4115,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_timing,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4116,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,16X80M2F1,ABW_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4117,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4118,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X128M4F1,AB_LP_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4119,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4120,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4121,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4122,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4123,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4124,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4125,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X60M8F1,ABGW_LP_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4126,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_timing,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4127,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_timing,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4128,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,16X80M2F1,ABW_HS_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4129,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4130,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X128M4F1,AB_LP_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4131,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4132,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4133,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4134,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4135,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4136,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4137,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X60M8F1,ABGW_LP_m22n,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4138,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_timing,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4139,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_timing,A6,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4140,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,16X80M2F1,ABW_HS_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4141,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4142,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X128M4F1,AB_LP_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4143,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4144,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4145,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4146,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4147,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4148,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4149,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X60M8F1,ABGW_LP_m22n,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4150,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_timing,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4151,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_timing,A7,B99,A1,A0,0,99,99,99,99,99,vddpe_0.9600V_vddce_0.9600V_dvdd_1.200V_100.00ns,(P),0
4152,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,16X80M2F1,ABW_HS_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4153,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4154,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X128M4F1,AB_LP_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4155,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4156,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4157,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4158,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4159,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4160,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4161,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X60M8F1,ABGW_LP_m22n,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4162,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_timing,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4163,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_timing,A0,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4164,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,16X80M2F1,ABW_HS_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4165,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4166,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X128M4F1,AB_LP_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4167,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4168,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4169,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4170,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4171,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4172,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4173,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X60M8F1,ABGW_LP_m22n,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4174,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_timing,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4175,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_timing,A1,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4176,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,16X80M2F1,ABW_HS_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4177,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4178,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X128M4F1,AB_LP_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4179,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4180,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4181,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4182,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4183,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4184,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4185,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X60M8F1,ABGW_LP_m22n,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4186,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_timing,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4187,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_timing,A2,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4188,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,16X80M2F1,ABW_HS_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4189,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4190,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X128M4F1,AB_LP_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4191,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4192,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4193,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4194,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4195,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4196,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4197,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X60M8F1,ABGW_LP_m22n,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4198,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_timing,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4199,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_timing,A3,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4200,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,16X80M2F1,ABW_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4201,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4202,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X128M4F1,AB_LP_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4203,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4204,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4205,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4206,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4207,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4208,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4209,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X60M8F1,ABGW_LP_m22n,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4210,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_timing,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4211,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_timing,A4,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4212,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,16X80M2F1,ABW_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4213,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X160M4F1,AB_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4214,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,64X128M4F1,AB_LP_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4215,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X160M4F1,ABL_LP_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4216,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,2048X4M4F2,A_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4217,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4218,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,4096X160M4F4,ABGR_LP_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4219,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,128X40M8F1,AB_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
4220,tb_mem_yd_ckb,Stnd_R,func_vec,RA2PUHD,1024X72M8F2,AB_HS_m22n,A5,B99,A1,A0,0,99,99,99,99,99,vddpe_1.0500V_vddce_1.0500V_dvdd_1.200V_100.00ns,(P),0
